鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
士林區,房地(土地+建物),臺北市士林區中山北路六段451~480號,25.01,住,,,1081202,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750321,94.67,3,2,1,有,無,13380000,141333,,0.0,0,含增建或未登記建物。,RPSNMLQJJHPFFEA18DA
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~30號,3.14,商,,,1081123,土地1建物1車位0,九層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970813,34.019999999999996,1,1,1,有,有,7150000,210170,,0.0,0,含增建或未登記建物。另有一和室。,RPXNMLPJJHPFFCA38DA
內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路61~90號,21.42,商,,,1081104,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961030,236.78,3,2,2,有,有,62800000,295075,坡道平面,34.12,3000000,含增建或未登記建物。,RPUPMLQJJHPFFCA38DA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,50.94,住,,,1081209,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990209,292.56,5,2,2,有,有,51580000,190373,坡道平面,34.75,2500000,,RPVPMLQJJHPFFCA48DA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路111巷1~30號,44.97,商,,,1081020,土地1建物1車位1,五層,十三層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0971217,220.89,4,2,2,有,有,35060000,170928,坡道平面,30.4,2500000,含增建或未登記建物。,RPXNMLLKJHPFFCA08DA
萬華區,房地(土地+建物),臺北市萬華區青年路68巷3弄1~30號,23.6,住,,,1081212,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.25999999999999,3,2,1,有,有,7000000,70522,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLNJJHPFFBA77DA
文山區,房地(土地+建物),臺北市文山區景後街121~150號,14.75,商,,,1081126,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860324,159.20999999999998,4,2,2,有,有,22300000,140067,,0.0,0,含增建或未登記建物。,RPUNMLNKJHPFFAA77DA
文山區,房地(土地+建物)+車位,臺北市文山區福興路4巷6弄1~30號,220.39,住,,,1081201,土地1建物1車位1,全,一層,透天厝,住家用,鋼筋混凝土造,,189.72,7,3,4,有,無,28600000,150748,其他,0.0,0,含增建或未登記建物。,RPVNMLOKJHPFFAA97DA
文山區,房地(土地+建物),臺北市文山區興隆路一段181~210號,31.36,住,,,1081126,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0650421,85.99,3,2,2,有,無,11600000,134899,,0.0,0,含增建或未登記建物。,RPRPMLPKJHPFFAA87DA
大同區,土地,延平段二小段811~840地號,0.88,其他,,,1081024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,185000,0,,0.0,0,向政府機關承購之案件。;,RPRPMLRJJHPFFBA08DA
萬華區,房地(土地+建物),臺北市萬華區西園路一段136巷16弄1~30號,22.07,商,,,1081014,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0750109,105.39,3,2,1,有,無,8600000,81602,,0.0,0,含增建或未登記建物。,RPPRMLTJJHPFFBA28DA
中山區,房地(土地+建物)+車位,臺北市中山區敬業三路162巷181~210號,43.31,住,,,1081115,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0890628,143.02,3,2,2,有,有,21800000,152426,坡道平面,0.0,0,含增建或未登記建物。,RPPNMLOJJHPFFCA47DA
大安區,房地(土地+建物),臺北市大安區敦化南路二段271~300號,19.04,其他,,,1081119,土地5建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750207,135.69,3,2,2,有,有,35200000,259415,,0.0,0,,RPSNMLSJJHPFFFA38CA
文山區,房地(土地+建物),臺北市文山區興隆路二段153巷6弄1~30號,60.38,住,,,1081027,土地2建物1車位0,電梯樓梯間，走廊，地下二層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0860719,163.75,0,0,0,無,無,6600000,40305,,0.0,0,,RPUNMLTJJHPFFAA28DA
士林區,土地,菁山段二小段301~330地號,5721.48,其他,,,1081219,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,1223,,0.0,0,急買急賣。;,RPPOMLNJKHPFFEA67CA
士林區,房地(土地+建物),臺北市士林區文昌路179巷1~30號,27.25,住,,,1081107,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630830,77.7,0,0,0,無,無,12000000,154440,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLKMJHPFFEA48CA
士林區,土地,百齡段六小段61~90地號,11.71,住,,,1081220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,84321,7201,,0.0,0,向政府機關承購之案件。;,RPUPMLNKJHPFFEA28CA
北投區,房地(土地+建物),臺北市北投區珠海路1~30號,12.94,其他,,,1081030,土地1建物1車位0,四層,十四層,辦公商業大樓,商業用,鋼筋混凝土造,0861219,105.24000000000001,3,1,1,有,有,15400000,146332,,0.0,0,,RPWPMLKLJHPFFEA28CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段211~240號,11.55,住,,,1081130,土地2建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060413,73.98,2,1,1,有,有,12700000,171668,,0.0,0,,RPSQMLKLJHPFFEA97CA
北投區,土地,豐年段一小段361~390地號,330.58,農,,,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10000000,30250,,0.0,0,,RPQNMLLLJHPFFEA57CA
士林區,房地(土地+建物),臺北市士林區中山北路七段1~30號,33.27,商,,,1081109,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750103,164.03,3,2,2,有,有,29700000,181064,,0.0,0,,RPSNMLLLJHPFFEA77CA
北投區,房地(土地+建物),臺北市北投區文林北路241~270號,23.21,住,,,1081124,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740404,158.47000000000003,2,1,1,有,有,24300000,153341,,0.0,0,,RPPQMLTJJHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷1~30號,11.23,住,,,1081207,土地4建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830912,41.72,1,1,1,有,有,6450000,154602,,0.0,0,,RPVPMLQJJHPFFEA58CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,18.29,住,,,1051116,土地2建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,206.46,3,2,2,有,無,54680000,308743,坡道平面,38.1,2700000,本案為預售;雨遮不計價,RPSOMLSJJHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區明德路333巷1~30號,37.75,住,,,1081201,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620207,109.2,5,0,2,有,無,15300000,140110,,0.0,0,含增建或未登記建物。;,RPSNMLRJJHPFFEA18CA
士林區,房地(土地+建物),臺北市士林區承德路四段10巷61~90號,29.75,住,,,1061125,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,73.06,3,2,1,有,無,15000000,205311,,0.0,0,,RPTPMLQJJHPFFEA38CA
北投區,房地(土地+建物),臺北市北投區致遠一路一段1~30號,41.5,住,,,1081124,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621015,122.68,4,2,2,有,無,17500000,142648,,0.0,0,,RPPOMLNJJHPFFEA57CA
士林區,房地(土地+建物),臺北市士林區承德路四段9巷1~30號,35.33,住,,,1081023,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),,加強磚造,,71.0,2,2,1,有,無,13500000,190141,,0.0,0,含增建或未登記建物。;,RPQOMLNJJHPFFEA67CA
北投區,房地(土地+建物),臺北市北投區榮華三路31~60號,32.25,住,,,1081124,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620131,82.46,3,2,1,有,無,13360000,162018,,0.0,0,含增建或未登記建物。;,RPROMLNJJHPFFEA77CA
北投區,房地(土地+建物),臺北市北投區永興路一段31~60號,16.2,住,,,1081117,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661121,77.57,3,2,2,有,無,7850000,101199,,0.0,0,含增建或未登記建物。;,RPUNMLQJJHPFFEA28CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段481~510號,16.97,住,,,1081119,土地1建物1車位1,六層,二十七層,辦公商業大樓,商業用,鋼骨混凝土造,0820813,240.6,0,0,0,無,有,49880000,207315,坡道平面,44.64,0,,RPRQMLKMJHPFFDA87CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷20弄1~30號,9.0,住,,,1081123,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620418,21.77,4,1,1,有,無,2500000,114837,,0.0,0,含增建或未登記建物。;本不動產交易係屬一親等間之買賣行為.本不動產交易權利人為2人.,RPWNMLOKJHPFFDA28CA
信義區,房地(土地+建物),臺北市信義區松仁路271~300號,31.18,住,,,1081104,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640410,87.72,3,2,2,有,無,18000000,205198,,0.0,0,含增建或未登記建物。;,RPQQMLLLJHPFFDA77CA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段451~480號,5.87,商,,,1081122,土地3建物1車位0,二層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0941006,38.519999999999996,1,1,1,有,有,3300000,85670,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLMLJHPFFDA47CA
松山區,房地(土地+建物),臺北市松山區寶清街1~30號,31.0,住,,,1081214,土地4建物1車位0,二層，電梯樓梯間,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670123,155.96,2,1,2,有,無,10500000,67325,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQQMLOKJHPFFDA97CA
信義區,房地(土地+建物),臺北市信義區富陽街31~60號,5.05,住,,,1081216,土地1建物1車位0,地下一層,七層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0851125,32.22,1,1,1,有,無,1400000,43451,,0.0,0,,RPVNMLTJJHPFFDA58CA
信義區,房地(土地+建物)+車位,臺北市信義區松德路200巷1~30號,33.77,其他,,,1081122,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880621,225.51,3,2,2,有,有,66880000,296572,坡道平面,30.75,0,,RPPPMLTJJHPFFDA18CA
松山區,房地(土地+建物),臺北市松山區饒河街181~210號,9.11,商,,,1081125,土地1建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071003,126.99000000000001,3,2,2,有,有,29550000,232695,,0.0,0,,RPTNMLQJJHPFFDA08CA
南港區,房地(土地+建物),臺北市南港區福山街44巷15弄1~30號,5.46,住,,,1081101,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0740527,7.65,3,1,1,有,無,1500000,196078,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQOMLQJJHPFFDA87CA
南港區,房地(土地+建物),臺北市南港區福山街44巷15弄1~30號,7.29,住,,,1081101,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0740527,10.2,3,1,1,有,無,1500000,147059,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLQJJHPFFDA97CA
南港區,房地(土地+建物),臺北市南港區昆陽街140巷31~60號,29.5,住,,,1081124,土地2建物1車位0,一層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.33,2,1,2,有,無,20250000,243010,,0.0,0,含增建或未登記建物。;,RPUOMLQJJHPFFDA28CA
松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,4.49,商,,,1081201,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,52.34,2,2,2,有,有,9550000,182461,,0.0,0,,RPXNMLRJJHPFFDA58CA
南港區,房地(土地+建物),臺北市南港區南港區重陽路166巷16弄1~30號,39.0,住,,,1081118,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0591015,75.87,3,1,2,有,無,14000000,184526,,0.0,0,陽台外推,RPSPMLNJJHPFFDA87CA
中山區,房地(土地+建物),臺北市中山區中山北路二段93巷31~60號,168.0,商,,,1081225,土地1建物1車位0,一層，二層,二層,店面(店鋪),,加強磚造,,239.68,0,0,0,無,無,145209049,605845,,0.0,0,,RPQQMLRKJHPFFCA18CA
中山區,房地(土地+建物),臺北市中山區農安街271~300號,18.28,住,,,1081121,土地2建物1車位0,三層，通道,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720803,129.4,3,2,1,有,有,23000000,177743,,0.0,0,含增建或未登記建物。;,RPORMLRKJHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區北安路751~780號,33.87,住,,,1081215,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751120,132.8,3,2,2,有,無,20000000,150591,,0.0,0,,RPVOMLMLJHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區新生北路二段31~60號,3.05,商,,,1081212,土地1建物1車位0,十六層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850718,35.53,1,1,1,有,有,6780000,190825,,0.0,0,,RPQPMLOKJHPFFCA77CA
大同區,房地(土地+建物),臺北市大同區民權西路225巷1~30號,137.0,住,,,1081029,土地2建物1車位0,全,二層,透天厝,,磚造,,181.8,3,4,4,有,無,69100000,380088,,0.0,0,含增建或未登記建物。;,RPVPMLTJJHPFFBA58CA
內湖區,土地,潭美段五小段31~60地號,8743.99,其他,,,1080926,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4020486609,459800,,0.0,0,,RPTRMLNKJHPFFCA18CA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路241~270號,33.75,其他,,,1081129,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990329,267.53,4,2,2,有,有,46500000,173812,坡道平面,54.36,0,,RPQSMLTJJHPFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖三路151~180號,143.23,其他,,,1080925,土地1建物1車位6,七層,九層,廠辦,見其他登記事項,鋼筋混凝土造,1080808,775.77,0,0,0,無,無,98000000,151183,坡道平面,187.08,9000000,,RPUSMLTJJHPFFCA88CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖三路151~180號,143.23,其他,,,1080925,土地1建物1車位6,七層,九層,廠辦,見其他登記事項,鋼筋混凝土造,1080808,781.74,0,0,0,無,無,97000000,148993,坡道平面,187.08,8400000,,SPUSMLTJJHPFFCA98CA
中山區,房地(土地+建物),臺北市中山區龍江路91~120號,46.58,住,,,1080924,土地2建物2車位0,地下層,七層,店面(店鋪),見使用執照,鋼筋混凝土造,0750127,647.21,0,2,2,有,有,116000000,179231,,0.0,0,含增建或未登記建物。;,RPPRMLKKJHPFFCA47CA
中山區,車位,臺北市中山區撫順街1~30號,0.3,商,,,1081217,土地0建物0車位2,一層,十五層,其他,見其他登記事項,鋼筋混凝土造,1061031,55.08,0,0,0,有,有,4800000,,坡道平面,54.98,4800000,,RPXNMLQJJHPFFCA38CA
中山區,房地(土地+建物),臺北市中山區民生東路一段61~90號,6.1,商,,,1081206,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730605,61.22,2,1,1,有,有,9600000,156811,,0.0,0,,RPRNMLQJJHPFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區成功路四段324巷4弄1~30號,136.3,住,,,1081119,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0750702,266.03,0,0,0,無,有,32180000,120964,,0.0,0,含增建或未登記建物。;,RPTQMLQJJHPFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區大湖街131巷1~30號,9.78,商,,,1081203,土地1建物1車位0,十層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960702,46.29,1,0,1,有,有,10000000,216029,,0.0,0,含增建或未登記建物。;,RPQRMLQJJHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區松江路541~570號,6.92,住,,,1081213,土地4建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850719,34.2,1,0,1,有,無,5700000,166667,,0.0,0,,RPQNMLRJJHPFFCA77CA
內湖區,房地(土地+建物),臺北市內湖區金龍路112巷31~60號,19.54,住,,,1081128,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,68.99,3,1,1,有,無,10000000,144949,,0.0,0,陽台外推,RPUQMLNJJHPFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷121~150號,25.67,住,,,1081027,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000221,177.2,3,2,2,有,有,25860000,145937,坡道平面,39.58,0,,RPQRMLNJJHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區新生北路二段91~120號,2.02,商,,,1081124,土地1建物1車位0,十一層,十四層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0680119,28.54,1,1,1,有,有,3060000,107218,,0.0,0,,RPOPMLNJJHPFFCA37CA
內湖區,房地(土地+建物),臺北市內湖區安泰街125巷1~30號,18.64,住,,,1081124,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860116,64.19,3,1,1,有,有,8750000,136314,,0.0,0,含增建或未登記建物。;,RPPQMLNJJHPFFCA57CA
中山區,房地(土地+建物),臺北市中山區農安街1~30號,3.69,商,,,1081224,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0690821,32.39,1,1,1,有,有,4400000,135844,,0.0,0,,RPWNMLRJJHPFFCA38CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路二段181~210號,7.8,商,,,1081126,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,120.35,2,1,1,有,有,32400000,333407,坡道平面,29.77,2200000,,RPVPMLSJJHPFFCA58CA
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段61~90號,20.82,商,,,1081125,土地2建物1車位1,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060925,252.70999999999998,0,0,0,無,無,58000000,264657,坡道平面,42.06,2250000,,RPPNMLTKJHPFFBA87CA
大同區,房地(土地+建物)+車位,臺北市大同區承德路二段61~90號,20.82,商,,,1081121,土地2建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060925,252.64999999999998,0,0,0,無,有,58680000,266299,坡道平面,42.06,2600000,,RPQNMLTKJHPFFBA97CA
大同區,房地(土地+建物),臺北市大同區敦煌路24巷1~30號,19.56,住,,,1081015,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080516,94.69999999999999,2,2,1,有,有,18740000,197888,,0.0,0,,RPUNMLLLJHPFFBA67CA
萬華區,房地(土地+建物)+車位,臺北市萬華區內江街61~90號,17.94,商,,,1081202,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,272.04999999999995,4,2,1,有,有,51480000,222222,坡道平面,56.14,3500000,,RPSPMLTJJHPFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷3弄1~30號,42.0,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,82.56,2,1,2,有,無,11500000,139293,,0.0,0,,RPORMLTJJHPFFBA08CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段372巷3弄1~30號,43.0,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,62.07,2,1,2,有,無,9000000,144998,,0.0,0,,SPORMLTJJHPFFBA18CA
萬華區,房地(土地+建物),臺北市萬華區萬大路493巷48弄1~30號,32.74,住,,,1081202,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750909,106.01,3,2,2,有,無,5500387,51886,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRRMLTJJHPFFBA38CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段148巷1~30號,25.32,住,,,1081205,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770714,97.58,3,2,2,有,無,9900000,101455,,0.0,0,含增建或未登記建物。;,RPRNMLTJJHPFFBA97CA
大同區,房地(土地+建物)+車位,臺北市大同區雙連街61~90號,19.64,住,,,1080715,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,222.51,3,2,2,有,有,52200000,263567,坡道平面,35.84,3000000,,RPRNMLSJJHPFFBA87CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段130巷4弄1~30號,39.0,住,,,1081127,土地1建物1車位0,全,一層,透天厝,,磚造,,27.83,2,1,1,有,無,10120000,363636,,0.0,0,,RPSNMLSJJHPFFBA97CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段130巷4弄1~30號,39.0,住,,,1081127,土地1建物1車位0,全,一層,透天厝,,磚造,,26.85,2,1,1,有,無,10120000,376909,,0.0,0,,RPUNMLSJJHPFFBA18CA
大同區,車位,臺北市大同區民權西路211~240號,0.0,,,,1081223,土地0建物0車位1,,,其他,,,,19.67,0,0,0,有,有,1750000,,升降平面,19.67,1750000,單獨車位交易。;法定停車位之買賣,RPPNMLRJJHPFFBA57CA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,41.64,住,,,1081218,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,160.7,3,2,2,有,有,25700000,159925,坡道平面,0.0,0,,RPWQMLRJJHPFFBA58CA
大同區,房地(土地+建物),臺北市大同區承德路三段247巷1~30號,7.66,商,,,1081205,土地1建物1車位0,一層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970910,35.38,1,1,1,有,有,8600000,243075,,0.0,0,含增建或未登記建物。;,RPSPMLNJJHPFFBA67CA
中正區,房地(土地+建物),臺北市中正區中華路一段1~30號,6.02,商,,,1080825,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720815,69.71000000000001,3,0,3,有,有,10800000,154928,,0.0,0,含增建或未登記建物。;,RPQOMLQJJHPFFBA67CA
中正區,房地(土地+建物)+車位,臺北市中正區仁愛路二段9巷1~30號,10.85,住,,,1081129,土地2建物1車位1,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971114,59.160000000000004,1,1,1,有,無,12780000,216024,塔式車位,16.39,0,,RPROMLQJJHPFFBA77CA
中正區,房地(土地+建物),臺北市中正區晉江街18巷1~30號,37.0,住,,,1081121,土地2建物1車位0,全,一層,透天厝,,見其他登記事項,,26.43,3,1,1,有,無,13525000,511729,,0.0,0,,RPPNMLKLJHPFFAA96CA
文山區,房地(土地+建物),臺北市文山區興隆路四段109巷91~120號,30.81,住,,,1081208,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710226,106.69,3,2,2,有,無,11000000,103102,,0.0,0,含增建或未登記建物。;,RPRPMLNKJHPFFAA57CA
文山區,房地(土地+建物),臺北市文山區景華街121巷12弄1~30號,36.37,住,,,1081113,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630109,107.82,3,2,2,有,無,15000000,139121,,0.0,0,含增建或未登記建物。;,RPRNMLQJJHPFFAA57CA
文山區,房地(土地+建物),臺北市文山區福興路63巷4弄1~30號,19.42,住,,,1081116,土地3建物1車位0,一層，電梯樓梯間,八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0860613,53.339999999999996,1,1,1,有,有,8300000,155606,,0.0,0,含增建或未登記建物。;,RPSPMLTJJHPFFAA18CA
中正區,房地(土地+建物),臺北市中正區汀州路三段160巷1~30號,7.22,住,,,1081217,土地1建物1車位0,二層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951130,33.21,1,2,1,有,有,8820000,265583,,0.0,0,,RPTOMLQJJHPFFAA87CA
文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,18.91,住,,,1081108,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,138.05,2,2,1,有,有,22600000,163709,坡道平面,36.42,0,,RPXOMLRJJHPFFAA38CA
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路61~90號,69.4,住,,,1081019,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970527,149.66,3,2,2,有,有,16880000,112797,坡道機械,14.83,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。本案五層有電梯。,RPOPMLRJJHPFFAA57CA
文山區,房地(土地+建物),臺北市文山區福興路91~120號,9.68,住,,,1081208,土地1建物1車位0,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850503,35.019999999999996,1,1,1,有,有,5280000,150771,,0.0,0,含增建或未登記建物。;,RPQPMLRJJHPFFAA77CA
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷92弄1~30號,92.22,住,,,1081208,土地3建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920922,176.85000000000002,3,2,2,有,有,21340000,143965,坡道平面,36.26,1100000,含增建或未登記建物。;,RPSNMLSJJHPFFAA87CA
文山區,房地(土地+建物),臺北市文山區辛亥路四段21巷1~30號,35.49,住,,,1081120,土地4建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,89.77000000000001,2,2,1,有,有,13000000,144798,,0.0,0,含增建或未登記建物。;共有人數2人。內含獨立產權公設，未包含在棟數內。,RPUNMLSJJHPFFAA08CA
文山區,房地(土地+建物),臺北市文山區辛亥路四段166巷1~30號,21.76,住,,,1080916,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,90.98,2,2,2,有,無,11120000,122225,,0.0,0,含增建或未登記建物。;,RPVNMLSJJHPFFAA18CA
