鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中和區,車位,新北市中和區景平路151~180號,0.77,住,,,1081013,土地0建物0車位1,,,其他,,,,36.01,0,0,0,有,有,1980000,,坡道平面,36.01,1980000,單獨車位交易。;,RPQQMLTJJHPFFHF76DA
中和區,房地(土地+建物)+車位,新北市中和區中興街211~240號,20.04,住,,,1081113,土地1建物1車位1,一層，夾層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980318,171.54,5,3,3,有,有,27000000,159775,坡道平面,15.07,2000000,含增建或未登記建物。;,RPWNMLNKJHPFFHF56DA
三峽區,房地(土地+建物)+車位,新北市三峽區民權街170巷31~60號,28.54,住,,,1081203,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040908,154.32,3,2,2,有,有,9500000,65333,坡道平面,30.34,1400000,含增建或未登記建物。,RPOPMLSJJHPFFIF09DA
土城區,房地(土地+建物),新北市土城區延峰街24巷1~30號,37.56,住,,,1081122,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730106,84.59,3,2,1,有,無,7000000,82752,,0.0,0,含增建或未登記建物。;,RPRRMLKKKHPFFAF28EA
板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段151~180號,39.95,其他,,,1081107,土地1建物1車位3,十二層，十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0991217,600.6800000000001,6,5,2,有,有,111500000,210401,坡道平面,109.95,8250000,"車位土地價款:新台幣3,460,000元整車位建物價款:新台幣4,790,000元整,撤銷原申報書序號A1FA10901030029",RPRNMLLKKHPFFAF97EA
林口區,房地(土地+建物),新北市林口區文化二路一段541~570號,6.1,商,,,1081204,土地1建物1車位0,二十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1080509,64.72,1,1,1,有,有,7120000,110012,,0.0,0,,RPWQMLMJJHPFFBF78EA
泰山區,土地,中山段991~1020地號,19.43,工,,,1081215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1736400,89367,,0.0,0,,RPVTMLMJJHPFFBF98EA
五股區,房地(土地+建物),新北市五股區蓬萊路31~60號,14.79,住,,,1081126,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850509,82.65,3,1,2,有,有,6500000,78645,,0.0,0,有夾層,RPWTMLMJJHPFFBF09EA
五股區,房地(土地+建物)+車位,新北市五股區成泰路三段577巷80弄91~120號,31.76,住,,,1081125,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080129,143.81,3,2,2,有,有,10300000,71622,一樓平面,0.0,0,,RPPUMLMJJHPFFBF48EA
五股區,土地,福德段1291~1320地號,83.53,其他,,,1081225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,757800,9072,,0.0,0,,RPOOMLNJJHPFFBF87EA
泰山區,土地,橫窠段631~660地號,4.44,其他,,,1081225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,67000,15090,,0.0,0,,SPOOMLNJJHPFFBF97EA
五股區,房地(土地+建物),新北市五股區五福路31~60號,13.23,住,,,1081121,土地2建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841108,95.75,3,2,2,有,有,6500000,67885,,0.0,0,,RPSQMLTJJHPFFBF09EA
泰山區,土地,大窠段811~840地號,156.1,其他,,,1081112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,432500,2771,,0.0,0,向政府機關承購之案件。;向新北市政府代為標售地籍清理之案件,RPSSMLRKJHPFFBF56EA
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,6.64,住,,,1081213,土地1建物1車位0,十九層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,74.4,2,1,1,有,有,3900000,52419,,0.0,0,,RPPOMLNJJHPFFDF18EA
八里區,土地,荖阡段811~840地號,2043.64,其他,,,1081205,土地15建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6729101,3293,,0.0,0,,RPXNMLRJJHPFFEF76EA
淡水區,土地,地號721~750地號,364.04,,山坡地保育區,農牧用地,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1346948,3700,,0.0,0,,RPTOMLRJJHPFFEF09EA
三重區,房地(土地+建物),新北市三重區三和路三段101巷151~180號,8.36,住,,,1081218,土地1建物1車位0,全,二層,透天厝,商業用,加強磚造,0541220,13.72,3,2,2,有,無,1666667,121477,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLTJJHPFFGF07EA
三重區,房地(土地+建物),新北市三重區三和路三段101巷151~180號,8.36,住,,,1081218,土地1建物1車位0,全,二層,透天厝,商業用,加強磚造,0541220,13.72,3,2,2,有,無,1666667,121477,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLTJJHPFFGF17EA
三重區,房地(土地+建物),新北市三重區三和路三段101巷151~180號,8.36,住,,,1081218,土地1建物1車位0,全,二層,透天厝,商業用,加強磚造,0541220,13.72,3,2,2,有,無,1666667,121477,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLTJJHPFFGF27EA
永和區,房地(土地+建物),新北市永和區中正路631~660號,51.88,商,,,1081130,土地1建物1車位0,全,二層,透天厝,住家用,磚造,,105.0,6,1,6,有,無,31500000,300000,,0.0,0,含增建或未登記建物。;,RPOOMLPJKHPFFHF78EA
樹林區,土地,南園段541~570地號,78.64,,一般農業區,農牧用地,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,970000,12335,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLNJJHPFFIF98EA
樹林區,車位,新北市樹林區大安路571~600號,2.02,工,,,1081216,土地0建物0車位2,,,其他,,,,42.22,0,0,0,有,有,1800000,,坡道平面,42.22,1800000,車位總價中無法拆分個別車位價格。,RPPNMLQJJHPFFIF88EA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長樂路151~180號,41.78,住,,,1081207,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950120,152.84,3,2,2,有,有,17500000,114499,坡道平面,26.45,0,含增建或未登記建物。;,RPOOMLKLJHPFFGF28EA
中和區,房地(土地+建物),新北市中和區保健路10巷1~30號,27.27,住,,,1081030,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0620108,50.37,2,1,1,有,無,5000000,99265,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPQNMLQJJHPFFHF88EA
三重區,房地(土地+建物),新北市三重區中央北路61~90號,62.28,商,,,1081111,土地1建物3車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1080617,286.77,0,0,0,無,無,23000000,80204,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUOMLTJJHPFFGF96EA
中和區,房地(土地+建物),新北市中和區自強路27巷1~30號,25.14,住,,,1081204,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660607,78.14,3,1,1,有,無,13500000,172767,,0.0,0,,RPQNMLKLJHPFFHF48EA
汐止區,土地,北峰段451~480地號,245.78,,山坡地保育區,丙種建築用地,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,12206,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLRJJHPFFDF09EA
汐止區,房地(土地+建物),新北市汐止區樟樹一路155巷1~30號,15.76,住,,,1081205,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831231,86.91999999999999,2,1,1,有,有,7350000,84561,,0.0,0,,RPUNMLOKJHPFFDF78EA
淡水區,車位,新北市淡水區濱海路二段202巷1~30號,3.52,住,,,1081212,土地0建物0車位1,,,其他,,,,33.08,0,0,0,有,有,1100000,,坡道平面,33.08,1100000,,RPQOMLOJKHPFFEF58EA
淡水區,房地(土地+建物),新北市淡水區新興街61~90號,9.99,住,,,1081208,土地1建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860204,56.730000000000004,1,1,1,有,有,3170000,55879,,0.0,0,,RPSOMLOJKHPFFEF78EA
淡水區,房地(土地+建物),新北市淡水區中正東路一段21巷8弄1~30號,21.72,住,,,1081125,土地1建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820811,129.9,3,1,1,有,有,12000000,92379,,0.0,0,,RPTOMLOJKHPFFEF88EA
五股區,房地(土地+建物)+車位,新北市五股區水碓一路31~60號,98.3,住,,,1081117,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,0980611,323.43,4,2,4,有,有,24500000,75751,坡道平面,0.0,0,,RPUNMLQJJHPFFBF68EA
板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路301~330號,27.54,住,,,1081203,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961207,202.83999999999997,4,2,2,有,有,27300000,134589,坡道平面,23.64,0,,RPTQMLLKKHPFFAF48EA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,21.78,商,,,1081125,土地2建物1車位2,十五層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,283.53999999999996,4,2,2,有,有,47450000,193526,坡道平面,62.64,4700000,含增建或未登記建物。,RPQOMLNKJHPFFHF68DA
三峽區,房地(土地+建物),新北市三峽區中山路238巷1~30號,9.17,住,,,1081222,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690314,25.15,2,1,1,有,無,1000000,39761,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLQJJHPFFIF56DA
中和區,房地(土地+建物),新北市中和區圓通路369巷91~120號,30.06,其他,,,1081124,土地5建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870709,151.26999999999998,3,2,2,有,有,10950000,72387,,0.0,0,"含增建或未登記建物,權利人共二人",RPWQMLQJJHPFFHF07DA
萬里區,房地(土地+建物),新北市萬里區新墾丁路121~150號,10.39,,山坡地保育區,丙種建築用地,1081114,土地1建物1車位0,二層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0731119,18.700000000000003,1,0,1,有,有,500000,26738,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLNKKHPFFDF78DA
淡水區,房地(土地+建物),新北市淡水區新春街181~210號,4.55,住,,,1081207,土地2建物1車位0,十九層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880811,72.76,2,1,1,有,有,4900000,67345,,0.0,0,含增建或未登記建物。,RPSNMLPJJHPFFEF58DA
瑞芳區,房地(土地+建物),新北市瑞芳區三爪子坑路47巷1~30號,34.26,,鄉村區,乙種建築用地,1081214,土地1建物1車位0,三層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,89.57,3,2,1,有,無,1040000,11611,,0.0,0,,RPUNMLRKJHPFFFF56DA
蘆洲區,房地(土地+建物),新北市蘆洲區永樂街38巷19弄1~30號,35.9,住,,,1081125,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761218,125.08,3,2,2,有,無,9900000,79149,,0.0,0,含增建或未登記建物。,RPURMLSJJHPFFGF07DA
新店區,房地(土地+建物),新北市新店區寶中路31~60號,12.73,住,,,1081120,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810502,170.11,3,2,2,有,有,22200000,130504,,0.0,0,,RPQRMLNKJHPFFCF48DA
汐止區,車位,新北市汐止區康寧街83巷1~30號,0.0,,,,1081113,土地0建物0車位1,,,其他,,,,39.31,0,0,0,有,有,1340000,,一樓平面,39.31,1340000,單獨車位交易。;,RPTNMLTJJHPFFDF98DA
萬里區,土地,大鵬段721~750地號,142.22,農,,,1081211,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,667386,4693,,0.0,0,,RPOPMLTJJHPFFDF68DA
新莊區,房地(土地+建物),新北市新莊區中信街61~90號,10.45,其他,,,1081124,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870808,167.0,3,2,2,有,有,13280000,79521,,0.0,0,含增建或未登記建物。,RPOWMLKLJHPFFBF48DA
林口區,土地,新林段331~360地號,1100.19,商,,,1081104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,279560400,254102,,0.0,0,,RPUQNLKMJHPFFBF68DA
新莊區,房地(土地+建物),新北市新莊區後港ㄧ路94巷1弄1~30號,32.24,住,,,1081211,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780131,141.2,4,2,2,有,無,10000000,70822,,0.0,0,含增建或未登記建物。;,RPXQMLNJKHPFFBF98DA
五股區,房地(土地+建物),新北市五股區成泰路一段1~30號,9.4,住,,,1081212,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931118,81.2,2,2,1,有,有,6800000,83744,,0.0,0,含增建或未登記建物。,RPVRMLTJJHPFFBF76DA
板橋區,房地(土地+建物),新北市板橋區四川路二段245巷91~120號,17.21,住,,,1081125,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.67999999999999,3,2,2,有,有,13000000,111416,,0.0,0,含增建或未登記建物。,RPTPMLPJJHPFFAF48DA
土城區,房地(土地+建物)+車位,新北市土城區中央路一段301~330號,21.25,住,,,1081212,土地1建物1車位1,七層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080412,139.92000000000002,3,2,2,有,有,16300000,138204,坡道平面,36.45,2000000,,RPPWMLRJJHPFFAF98DA
板橋區,房地(土地+建物),新北市板橋區四川路一段61~90號,2.92,商,,,1081224,土地1建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,45.53,0,0,0,無,有,7370000,161871,,0.0,0,,RPWOMLNJJHPFFAF48DA
三峽區,房地(土地+建物)+車位,新北市三峽區學成路151~180號,47.21,住,,,1080913,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020812,326.82,3,2,3,有,有,30500000,94765,坡道平面,25.02,1900000,,RPTNMLKKKHPFFIF68CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區中山路151~180號,24.87,住,,,1081212,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061226,162.59,2,2,2,有,有,11760000,86368,坡道平面,41.48,1300000,,RPQUMLOKJHPFFIF76CA
樹林區,房地(土地+建物),新北市樹林區保安街二段325巷31~60號,11.74,住,,,1081109,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871230,91.96000000000001,2,1,1,有,有,7000000,76120,,0.0,0,,RPTOMLOKJHPFFIF09CA
樹林區,土地,太平段781~810地號,6.28,住,,,1081128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,88000,14013,,0.0,0,親友、員工或其他特殊關係間之交易。;私設巷道,RPUUMLNKJHPFFIF07CA
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段601~630號,17.45,住,,,1081127,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971027,137.42000000000002,3,2,2,有,有,10450000,76044,坡道平面,21.1,0,,RPRNMLLKJHPFFIF48CA
鶯歌區,房地(土地+建物),新北市鶯歌區中山路329巷26弄1~30號,8.78,商,,,1081123,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0991021,73.32,2,0,1,有,有,5800000,79105,,0.0,0,,RPSNMLLKJHPFFIF58CA
樹林區,房地(土地+建物)+車位,新北市樹林區學府路361~390號,57.59,住,,,1080903,土地1建物1車位3,十三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010109,442.74,4,2,5,有,有,42000000,97363,坡道平面,65.8,5300000,,RPSQMLSJJHPFFIF86CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路151~180號,43.91,住,,,1050118,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080419,250.2,4,1,2,有,有,16047000,64137,坡道平面,38.85,0,,RPQOMLSJJHPFFIF09CA
鶯歌區,土地,南靖段1261~1290地號,2386.01,,一般農業區,農牧用地,1081120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28880000,12104,,0.0,0,,RPQNMLRJJHPFFIF88CA
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區鳳鳴路361~390號,17.49,住,,,1050118,土地1建物1車位1,一層,十一層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1080419,121.19999999999999,0,0,0,無,有,12210000,100743,坡道平面,38.85,0,,RPWNMLSJJHPFFIF96CA
三峽區,房地(土地+建物)+車位,新北市三峽區大德路271~300號,12.02,住,,,1081126,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001101,91.21000000000001,2,2,1,有,有,6800000,74553,坡道機械,6.49,0,,RPOPMLQJJHPFFIF78CA
樹林區,土地,山佳段1~30地號,244.56,其他,,,1081225,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,519692,2125,,0.0,0,包含公共設施保留地之交易。;,RPTOMLNJJHPFFIF88CA
樹林區,房地(土地+建物),新北市樹林區龍興街59巷1~30號,39.05,住,,,1081115,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770107,108.95,3,2,2,有,無,7000000,64250,,0.0,0,,RPSPMLNJJHPFFIF88CA
中和區,房地(土地+建物),新北市中和區圓通路305巷15弄1~30號,37.95,住,,,1081114,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771227,121.95,4,2,2,有,無,12500000,102501,,0.0,0,,RPPNMLLLJHPFFHF28CA
中和區,土地,國道段181~210地號,132.46,其他,,,1080604,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000600,30202,,0.0,0,,RPROMLLLJHPFFHF58CA
中和區,土地,國道段361~390地號,202.85,其他,,,1080604,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1640400,8087,,0.0,0,,RPTOMLLLJHPFFHF78CA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,21.57,商,,,1081203,土地2建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,255.19,3,2,2,有,有,48000000,204136,坡道平面,31.32,2300000,,RPROMLKLJHPFFHF48CA
永和區,房地(土地+建物),新北市永和區秀朗路一段61~90號,13.89,住,,,1081128,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851018,75.52999999999999,2,2,1,有,無,12280000,162584,,0.0,0,,RPXNMLQKJHPFFHF86CA
中和區,房地(土地+建物)+車位,新北市中和區中原東街61~90號,26.99,住,,,1081130,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080523,167.09,2,2,2,有,無,20000000,138758,坡道平面,39.89,2350000,1、本戶機車停車位不計入買賣價格。2、地政士僅受託買賣案件申請登記，並未代理撰擬不動產買賣契約書，本成交資訊由義務人自行提供屬實。,RPVRMLOKJHPFFHF86CA
中和區,房地(土地+建物),新北市中和區中正路661~690號,14.71,住,,,1081128,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0700713,56.48,2,2,1,有,有,6350000,112449,,0.0,0,,RPSQMLOKJHPFFHF09CA
永和區,房地(土地+建物),新北市永和區民樂街30巷1~30號,27.61,住,,,1081202,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,0631231,82.41,3,2,1,有,無,9500000,115277,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRPMLNKJHPFFHF78CA
永和區,車位,新北市永和區永和路一段18巷1~30號,1.43,商,,,1081119,土地0建物0車位1,,,其他,,,,18.28,0,0,0,有,有,880000,,坡道機械,18.28,880000,,RPUNMLNKJHPFFHF88CA
永和區,房地(土地+建物),新北市永和區民生路22巷1~30號,31.31,住,,,1081209,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650929,93.13,3,2,1,有,無,8000000,85901,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLTJJHPFFHF56CA
中和區,土地,瓦,337.71,其他,,,1080805,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13103000,38800,,0.0,0,,RPSOMLTJJHPFFHF66CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路二段241~270號,9.15,住,,,1081208,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910613,154.47,3,2,2,有,有,19290000,124879,坡道平面,26.81,0,,RPUOMLTJJHPFFHF86CA
中和區,房地(土地+建物),新北市中和區南山路61~90號,27.48,住,,,1081211,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661123,99.18,3,2,1,有,無,10500000,105868,,0.0,0,,RPUSMLSJJHPFFHF17CA
永和區,房地(土地+建物),新北市永和區竹林路25巷1~30號,26.25,商,,,1081023,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650407,80.09,3,2,1,有,無,10800000,134848,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLSJJHPFFHF86CA
永和區,房地(土地+建物),新北市永和區環河東路四段91~120號,11.1,住,,,1080911,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931029,122.29,2,1,2,有,有,17800000,145556,,0.0,0,,RPRSMLSJJHPFFHF86CA
中和區,房地(土地+建物),新北市中和區中正路481~510號,25.33,住,,,1081121,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690213,89.09,3,2,1,有,無,9400000,105511,,0.0,0,含增建或未登記建物。;,RPXRMLRJJHPFFHF27CA
中和區,房地(土地+建物),新北市中和區保健路46巷20弄1~30號,29.31,住,,,1081203,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640206,98.0,3,2,1,有,無,11300000,115306,,0.0,0,含增建或未登記建物。;,RPRSMLRJJHPFFHF76CA
永和區,房地(土地+建物),新北市永和區中興街31~60號,44.49,住,,,1081202,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660511,123.62,4,3,3,有,無,16800000,135900,,0.0,0,含增建或未登記建物。;,RPWSMLRJJHPFFHF27CA
中和區,房地(土地+建物),新北市中和區南山路52巷1~30號,29.94,住,,,1081126,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740814,95.22,3,2,2,有,無,9150000,96093,,0.0,0,,RPPTMLRJJHPFFHF66CA
永和區,房地(土地+建物)+車位,新北市永和區中和路511~540號,7.41,商,,,1081117,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980119,113.83000000000001,2,2,1,有,有,17500000,153738,升降機械,30.88,0,含增建或未登記建物。;,RPSQMLQJJHPFFHF56CA
永和區,車位,新北市永和區中正路481~510號,0.0,,,,1081205,土地0建物0車位2,地下一層,十一層,其他,住家用,鋼筋混凝土造,0810316,44.01,0,0,0,有,有,2000000,,升降平面,44.01,2000000,單獨車位交易。;,RPTQMLRJJHPFFHF76CA
永和區,房地(土地+建物),新北市永和區永貞路151~180號,26.98,商,,,1081205,土地2建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810316,215.04999999999998,5,2,2,有,有,26000000,120902,,0.0,0,,RPUQMLRJJHPFFHF86CA
中和區,房地(土地+建物),新北市中和區連城路347巷16弄31~60號,8.57,住,,,1081204,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690708,36.81,3,2,1,有,無,4000000,108666,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVOMLRJJHPFFHF76CA
中和區,房地(土地+建物),新北市中和區連城路347巷16弄31~60號,8.57,住,,,1081204,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690708,36.81,3,2,1,有,無,1100000,29883,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPWOMLRJJHPFFHF86CA
中和區,房地(土地+建物),新北市中和區連城路89巷1~30號,9.78,住,,,1081127,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831128,78.0,2,2,1,有,有,11500000,147436,,0.0,0,含增建或未登記建物。;,RPPNMLRJJHPFFHF68CA
中和區,房地(土地+建物),新北市中和區中原五街31~60號,27.16,住,,,1081008,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1040721,117.28,2,2,1,有,有,14550000,124062,,0.0,0,,RPQNMLRJJHPFFHF78CA
中和區,房地(土地+建物),新北市中和區中山路三段136巷31~60號,6.21,工,,,1081125,土地1建物1車位0,九層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970930,55.120000000000005,1,1,1,有,有,6100000,110668,,0.0,0,含增建或未登記建物。;,RPTOMLQJJHPFFHF09CA
永和區,房地(土地+建物)+車位,新北市永和區仁愛路241~270號,17.68,住,,,1080304,土地1建物1車位1,七層,三十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080226,245.52999999999997,3,2,2,有,有,48580000,228390,坡道平面,43.77,2500000,,RPRNMLQJJHPFFHF78CA
中和區,房地(土地+建物),新北市中和區民安街42巷1~30號,26.0,住,,,1081130,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770708,100.47,3,2,1,有,無,7800000,77635,,0.0,0,含增建或未登記建物。;,RPSNMLQJJHPFFHF88CA
永和區,房地(土地+建物),新北市永和區保生路5巷1~30號,21.49,住,,,1081028,土地2建物1車位0,八層，九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810320,250.63000000000002,4,2,3,有,有,5570000,22224,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTNMLQJJHPFFHF98CA
