鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
大里區,房地(土地+建物)+車位,臺中市大里區樹王路241~270號,20.26,,鄉村區,乙種建築用地,1081123,土地2建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070214,111.14,2,2,1,有,有,6650000,72328,坡道平面,36.48,1250000,,RPSPMLPKJHPFFIB78CA
烏日區,房地(土地+建物),臺中市烏日區中山路三段403巷2弄31~60號,70.12,住,,,1081104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630101,94.2,3,2,2,有,無,6050000,64225,,0.0,0,含增建或未登記建物。;,RPTNMLQKJHPFFIB78CA
烏日區,房地(土地+建物)+車位,臺中市烏日區環河路五段241~270號,31.26,住,,,1081208,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030519,156.24,2,2,2,有,有,7650000,48963,坡道平面,31.39,0,,RPWNMLQKJHPFFIB09CA
大里區,房地(土地+建物),臺中市大里區東明路451~480號,76.0,住,,,1081129,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0870518,180.77,4,4,3,有,無,17580000,97251,,0.0,0,含增建或未登記建物。,RPPPMLRKJHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區益民路一段91~120號,79.89,住,,,1081127,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0681105,159.39,6,3,5,有,無,14650000,91913,,0.0,0,含增建或未登記建物。;,RPRNMLTKJHPFFIB88CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,18.72,商,,,1081001,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,164.05,3,2,2,有,有,9600000,64098,坡道平面,33.78,1250000,,RPTNMLLLJHPFFIB38CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,20.84,商,,,1080330,土地1建物1車位1,二層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,181.36,4,2,2,有,有,10500000,63694,坡道平面,33.78,1100000,,RPUNMLLLJHPFFIB48CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,17.48,商,,,1081003,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,154.5,3,2,2,有,有,9670000,69748,坡道平面,33.78,1250000,,RPVNMLLLJHPFFIB58CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,23.04,商,,,1080929,土地1建物1車位2,十九層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,215.14,4,2,2,有,有,12900000,68776,坡道平面,67.56,2750000,,RPWNMLLLJHPFFIB68CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,19.6,商,,,1081003,土地1建物1車位2,二十一層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,187.85,3,2,2,有,有,12000000,78144,坡道平面,67.56,2600000,,RPXNMLLLJHPFFIB78CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,17.48,商,,,1081008,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,154.47,3,2,2,有,有,9020000,64380,坡道平面,33.78,1250000,,RPOOMLLLJHPFFIB97CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,17.48,商,,,1081005,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,154.49,3,2,2,有,有,9500000,68346,坡道平面,33.78,1250000,,RPQOMLLLJHPFFIB18CA
大里區,房地(土地+建物)+車位,臺中市大里區長興一街1~30號,18.5,商,,,1081005,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,162.18,3,2,2,有,有,9800000,66589,坡道平面,33.78,1250000,,RPROMLLLJHPFFIB28CA
大里區,房地(土地+建物)+車位,臺中市大里區大里二街61~90號,16.79,商,,,1081216,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0871007,110.13,4,2,2,有,有,5880000,53391,坡道機械,13.39,0,含增建或未登記建物。;,RPTPMLKLJHPFFIB48CA
大里區,房地(土地+建物),臺中市大里區內新街176巷73弄1~30號,135.32,住,,,1081203,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0860502,195.12,4,2,4,有,無,12000000,61501,,0.0,0,,RPSPMLLLJHPFFIB48CA
大里區,房地(土地+建物)+車位,臺中市大里區達明路91~120號,11.71,商,,,1081202,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000413,148.05,3,2,2,有,有,9900000,66869,坡道平面,20.76,0,含增建或未登記建物。;,RPPNMLKMJHPFFIB97CA
大里區,房地(土地+建物),臺中市大里區德芳路一段61~90號,25.37,住,,,1081123,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0790328,99.89,2,2,2,有,無,3200000,32035,,0.0,0,,RPQNMLKMJHPFFIB08CA
霧峰區,房地(土地+建物),臺中市霧峰區中正路511~540號,17.99,商,,,1081215,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1030317,116.81,4,4,4,有,有,5320000,45544,,0.0,0,,RPUNMLTLJHPFFIB66CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,31.96,住,,,1070905,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,178.64,4,2,2,有,有,9720000,55039,坡道平面,24.75,1250000,,RPXNMLRJJHPFFJB66CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1070603,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,142.63,3,2,2,有,有,7780000,55819,坡道平面,24.75,1200000,,RPOOMLRJJHPFFJB48CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1070807,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,142.34,3,2,2,有,有,8080000,58508,坡道平面,24.75,1200000,,RPPOMLRJJHPFFJB58CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1070619,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,142.63,3,2,2,有,有,8350000,60655,坡道平面,24.75,1200000,,RPQOMLRJJHPFFJB68CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,25.27,住,,,1080128,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,147.07,3,2,2,有,有,8000000,55183,坡道平面,24.75,1250000,,RPROMLRJJHPFFJB78CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1071121,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,144.56,3,2,2,有,有,8100000,57174,坡道平面,24.75,1250000,,RPSOMLRJJHPFFJB88CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1070717,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,141.1,3,2,2,有,有,7480000,53545,坡道平面,24.75,1250000,,RPTOMLRJJHPFFJB98CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,26.01,住,,,1080510,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,154.16000000000003,3,2,2,有,有,8600000,56796,坡道平面,24.75,1250000,,RPUOMLRJJHPFFJB09CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1080609,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,146.17,3,2,2,有,有,8350000,58475,坡道平面,24.75,1250000,,RPVOMLRJJHPFFJB56CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,24.53,住,,,1070622,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,142.63,3,2,2,有,有,8250000,59382,坡道平面,24.75,1250000,,RPWOMLRJJHPFFJB66CA
太平區,房地(土地+建物)+車位,臺中市太平區立功路241~270號,27.5,住,,,1080718,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081009,157.26,3,2,2,有,有,9450000,61505,坡道平面,24.75,1300000,,RPXOMLRJJHPFFJB76CA
太平區,房地(土地+建物)+車位,臺中市太平區新興路35巷22弄1~30號,26.41,住,,,1081124,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0791120,145.11,3,2,2,有,有,5000000,34457,坡道平面,0.0,0,,RPRNMLNJJHPFFJB28CA
太平區,房地(土地+建物),臺中市太平區新高路31~60號,79.01,住,,,1081203,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0621221,110.88,4,3,4,有,無,10150000,91540,,0.0,0,,RPVNMLNJJHPFFJB68CA
太平區,土地,溪洲段751~780地號,127.67,其他,,,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1161763,9100,,0.0,0,包含公共設施保留地之交易。;,RPWNMLQJJHPFFJB09CA
太平區,土地,溪洲段751~780地號,31.92,其他,,,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,288237,9030,,0.0,0,包含公共設施保留地之交易。;,RPXNMLQJJHPFFJB56CA
太平區,房地(土地+建物)+車位,臺中市太平區東村八街31~60號,24.88,住,,,1081203,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820628,166.55,3,2,2,有,有,5350000,32122,坡道平面,0.0,0,,RPPOMLQJJHPFFJB48CA
太平區,房地(土地+建物),臺中市太平區光明路1~30號,74.79,,鄉村區,乙種建築用地,1081111,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0810805,200.4,5,3,3,有,無,7400000,36926,,0.0,0,,RPPNMLRJJHPFFJB48CA
太平區,房地(土地+建物)+車位,臺中市太平區旱溪西路二段241~270號,25.91,住,,,1081021,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051104,148.14999999999998,3,2,2,有,有,7800000,52199,坡道平面,17.88,1000000,,RPWOMLTJJHPFFJB86CA
太平區,房地(土地+建物),臺中市太平區中興路113巷13弄1~30號,102.71,住,,,1081203,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0681220,185.64,4,2,3,有,無,4710000,25372,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLTJJHPFFJB09CA
太平區,房地(土地+建物),臺中市太平區長龍路二段336巷1~30號,1002.27,,山坡地保育區,丙種建築用地,1081109,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0960518,826.2,6,3,8,有,無,40000000,48414,,0.0,0,,RPVQMLOKJHPFFJB56CA
太平區,土地,義平段31~60地號,42.5,其他,,,1081119,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,398055,9366,,0.0,0,,RPTSMLOKJHPFFJB56CA
太平區,房地(土地+建物),臺中市太平區東方一街2巷1~30號,72.15,,鄉村區,乙種建築用地,1081125,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0821231,164.6,4,3,2,有,有,7800000,47388,,0.0,0,含增建或未登記建物。;,RPQTMLPKJHPFFJB09CA
太平區,房地(土地+建物)+車位,臺中市太平區立文街181~210號,25.38,商,,,1081122,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060930,254.21,4,2,2,有,有,13000000,55703,坡道平面,62.12,2300000,,RPOVMLPKJHPFFJB09CA
龍井區,土地,龍目井段水裡社小段181~210地號,16.25,住,,,1081204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,733300,45126,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLMJJHPFFKB18CA
龍井區,土地,龍目井段水裡社小段181~210地號,32.5,住,,,1081204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1478700,45498,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLMJJHPFFKB28CA
龍井區,土地,龍目井段龍目井小段91~120地號,240.69,住,,,1081204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3810094,15830,,0.0,0,,RPTNMLNJJHPFFKB58CA
龍井區,土地,龍目井段龍目井小段91~120地號,72.21,住,,,1081209,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1143029,15829,,0.0,0,,RPUNMLNJJHPFFKB68CA
龍井區,房地(土地+建物),臺中市龍井區遠東街209巷1~30號,65.01,住,,,1081205,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690318,90.72,4,2,2,有,無,5130000,56548,,0.0,0,,RPVNMLNJJHPFFKB78CA
龍井區,土地,田水段841~870地號,1804.0,農,,,1081119,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,6652,,0.0,0,,RPPNMLOJJHPFFKB28CA
龍井區,土地,龍目井段水師寮小段31~60地號,492.0,其他,,,1081217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2216000,4504,,0.0,0,向政府機關承購之案件。,RPPNMLSJJHPFFKB68CA
大肚區,房地(土地+建物),臺中市大肚區遊園路一段103巷9弄1~30號,114.21,,一般農業區,丙種建築用地,1081115,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0940705,167.5,4,3,3,有,無,9000000,53731,,0.0,0,,RPTNMLOKJHPFFKB78CA
北區,房地(土地+建物),臺中市北區五順街61~90號,11.43,住,,,1081204,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830523,73.86,3,1,2,有,無,3800000,51449,,0.0,0,,RPURMLNJJHPFFBB28DA
北屯區,土地,北屯段31~60地號,104.0,住,,,1081218,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,30769,,0.0,0,,RPOSMLNJJHPFFBB77DA
西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路31~60號,18.91,住,,,1081209,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830112,215.54000000000002,3,2,2,有,有,12000000,55674,坡道平面,0.0,0,,RPWNMLMKJHPFFCB18DA
豐原區,土地,柑宅段451~480地號,45.59,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2125406,46620,,0.0,0,向政府機關承購之案件。;,RPPNMLSJJHPFFDB08DA
豐原區,車位,臺中市豐原區成功路631~660號,0.0,,,,1081122,土地0建物0車位1,,,其他,,,,14.98,0,0,0,有,有,500000,,坡道平面,14.98,500000,,RPOOMLKMJHPFFDB57DA
大里區,土地,涼傘樹段781~810地號,165.8,,特定農業區,農牧用地,1070418,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2287350,13796,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLNJJHPFFIB38DA
太平區,土地,永成段241~270地號,12.06,其他,,,1081121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,120383,9982,,0.0,0,包含公共設施保留地之交易。;,RPTNMLNJJHPFFJB58DA
清水區,房地(土地+建物),臺中市清水區中山路571~600號,85.02,農,,,1081212,土地1建物1車位0,全,二層,透天厝,農舍,加強磚造,0780224,134.08,4,3,2,有,無,5000000,37291,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLQJJHPFFFB18DA
清水區,土地,海濱段2161~2190地號,10.0,住,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,206000,20600,,0.0,0,,RPRNMLLMJHPFFFB08DA
東勢區,土地,東崎段211~240地號,808.86,,山坡地保育區,農牧用地,1081028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,251600,311,,0.0,0,向政府機關承購之案件。;,RPRNMLRJJHPFFGB48DA
潭子區,房地(土地+建物),臺中市潭子區嘉豐路1~30號,106.92,農,,,1081122,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050822,281.13,4,2,6,有,無,16600000,59047,,0.0,0,,RPROMLQJJHPFFHB58DA
西屯區,房地(土地+建物),臺中市西屯區國安一路233巷1~30號,30.45,住,,,1081001,土地2建物2車位0,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0850923,138.43,3,2,2,有,有,2482193,17931,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTPMLPKJHPFFCB38DA
南屯區,土地,永富段331~360地號,0.38,住,,,1081111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39600,0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSTMLQJJHPFFCB68DA
龍井區,土地,東海段691~720地號,1504.4,住,,,1081004,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,56719484,37702,,0.0,0,包含公共設施保留地之交易。;,RPUNMLTJJHPFFKB66CA
大肚區,房地(土地+建物),臺中市大肚區遊園路二段198巷1~30號,30.18,,鄉村區,乙種建築用地,1081113,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0691230,69.9,3,2,2,有,無,3550000,50787,,0.0,0,,RPQNMLKKJHPFFKB08CA
龍井區,房地(土地+建物),臺中市龍井區藝術街39巷1~30號,8.0,住,,,1081221,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0781030,27.56,1,1,1,有,無,950000,34470,,0.0,0,,RPOOMLNJJHPFFKB18CA
太平區,房地(土地+建物),臺中市太平區太興路1~30號,132.17,住,,,1081031,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080403,305.42,5,3,6,有,無,23100000,75634,,0.0,0,,RPROMLRKJHPFFJB88CA
太平區,房地(土地+建物),臺中市太平區溪洲西路58巷56弄1~30號,83.64,住,,,1081201,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0940822,202.49,3,3,3,有,無,12560000,62028,,0.0,0,含增建或未登記建物。;,RPSOMLRKJHPFFJB98CA
太平區,房地(土地+建物)+車位,臺中市太平區新民路26巷1~30號,17.95,住,,,1081123,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0820605,108.35,3,2,2,有,有,5420000,50023,坡道機械,0.0,0,,RPPNMLMKJHPFFJB08CA
太平區,房地(土地+建物),臺中市太平區樹孝路421~450號,55.03,住,,,1081201,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0951212,228.34,4,4,4,有,無,18800000,82333,,0.0,0,有社區管理負責人,RPOOMLTJJHPFFJB68CA
太平區,土地,義平段871~900地號,49.0,住,,,1081128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2620000,53469,,0.0,0,含未保存建物一併移轉,RPQOMLTJJHPFFJB88CA
太平區,房地(土地+建物),臺中市太平區新平路一段151~180號,68.0,住,,,1080914,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0700705,116.82,3,2,2,有,無,9000000,77042,,0.0,0,共有人多數決買賣,RPSNMLRJJHPFFJB78CA
太平區,房地(土地+建物),臺中市太平區中山路四段213巷2弄1~30號,91.51,住,,,1081128,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660117,93.66,5,2,2,有,無,8300000,88618,,0.0,0,,RPUNMLTJJHPFFJB56CA
太平區,房地(土地+建物)+車位,臺中市太平區新福東街50巷31~60號,20.87,其他,,,1081103,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070917,138.61,2,2,1,有,有,8250000,68142,坡道平面,35.15,1200000,,RPTOMLQJJHPFFJB88CA
太平區,房地(土地+建物),臺中市太平區東平路640巷1~30號,13.48,住,,,1081025,土地2建物1車位0,一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0820909,98.53,3,2,2,有,有,4080000,41413,,0.0,0,包含公共設施保留地之交易。;,RPRNMLPJJHPFFJB48CA
太平區,土地,宜欣段151~180地號,22.0,其他,,,1081219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,210000,9545,,0.0,0,包含公共設施保留地之交易。;,RPQNMLQJJHPFFJB48CA
太平區,土地,溪洲段1441~1470地號,12.67,其他,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,231900,18303,,0.0,0,包含公共設施保留地之交易。;,RPWNMLSJJHPFFJB66CA
大里區,房地(土地+建物),臺中市大里區立仁路157巷1弄1~30號,74.76,,鄉村區,乙種建築用地,1081123,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0961003,182.25,4,2,3,有,無,11270000,61838,,0.0,0,,RPXNMLTLJHPFFIB96CA
霧峰區,土地,霧峰段北溝小段1~30地號,2743.43,,山坡地保育區,農牧用地,1081208,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8800000,3208,,0.0,0,含增建或未登記建物。;,RPPRMLLLJHPFFIB38CA
大里區,房地(土地+建物),臺中市大里區新仁路一段217巷31~60號,28.22,,鄉村區,乙種建築用地,1081213,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0870914,84.52,2,2,1,有,有,4380000,51822,,0.0,0,,RPQRMLLLJHPFFIB48CA
霧峰區,土地,霧峰段北溝小段1~30地號,10000.0,,山坡地保育區,農牧用地,1081109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,450,,0.0,0,,RPSPMLOKJHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區中興路一段382巷1~30號,10.81,住,,,1081205,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0820915,94.35,3,2,1,有,有,3360000,35612,,0.0,0,,RPURMLQJJHPFFIB56CA
烏日區,土地,中山段811~840地號,731.87,,一般農業區,農牧用地,1080923,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10800000,14757,,0.0,0,,RPVRMLTJJHPFFIB96CA
大里區,房地(土地+建物),臺中市大里區中興路一段382巷61~90號,12.97,住,,,1081201,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0820916,104.38,3,2,2,有,有,4500000,43112,,0.0,0,,RPQNMLPJJHPFFIB28CA
霧峰區,房地(土地+建物),臺中市霧峰區中正路691~720號,15.07,商,,,1081208,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0850626,112.24000000000001,3,2,2,有,無,3580000,31896,,0.0,0,,RPPNMLQJJHPFFIB28CA
烏日區,房地(土地+建物)+車位,臺中市烏日區環河北路211~240號,18.68,住,,,1081129,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080812,157.05,3,2,2,有,有,8620000,54887,坡道平面,33.39,0,,RPOOMLQJJHPFFIB28CA
大里區,房地(土地+建物),臺中市大里區瑞和街147巷31~60號,70.3,,鄉村區,乙種建築用地,1081130,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0851219,162.97,4,2,3,有,無,9500000,58293,,0.0,0,,RPVPNLRJJHPFFIB66CA
潭子區,土地,頭張段1~30地號,1259.49,住,,,1081106,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,125728589,99825,,0.0,0,,RPSNMLRKJHPFFHB68CA
大雅區,房地(土地+建物),臺中市大雅區大林路321巷1~30號,687.0,,特定農業區,農牧用地,1081130,土地1建物1車位0,一層,一層,農舍,農舍,鋼造,0781123,58.53,8,2,2,有,無,19000000,,,0.0,0,含增建或未登記建物。;,RPXNMLRKJHPFFHB56CA
潭子區,房地(土地+建物),臺中市潭子區福潭路88巷1~30號,19.97,住,,,1081220,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710910,54.09,2,2,1,有,無,3000000,55463,,0.0,0,,RPQOMLKKJHPFFHB87CA
潭子區,房地(土地+建物)+車位,臺中市潭子區大通街31~60號,15.8,住,,,1081128,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821029,116.53999999999999,2,2,2,有,有,4390000,37669,升降機械,0.0,0,,RPQNMLNKJHPFFHB08CA
大雅區,房地(土地+建物),臺中市大雅區大榮街121~150號,87.58,住,,,1081126,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0671115,131.0,5,2,2,有,無,12400000,94656,,0.0,0,含增建或未登記建物。;,RPQNMLTJJHPFFHB58CA
潭子區,土地,復興段241~270地號,16.02,其他,,,1081126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,24969,,0.0,0,,RPQOMLQJJHPFFHB38CA
大雅區,房地(土地+建物)+車位,臺中市大雅區中清北街1~30號,16.84,商,,,1081204,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041027,128.61,4,2,2,有,有,9100000,70757,坡道平面,36.33,0,含增建或未登記建物。;,RPUOMLQJJHPFFHB78CA
潭子區,房地(土地+建物)+車位,臺中市潭子區中山路一段61~90號,14.63,住,,,1081203,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1031222,150.41,3,2,2,有,有,9100000,60501,坡道平面,9.79,0,,RPXOMLQJJHPFFHB09CA
潭子區,土地,聚興段新興小段451~480地號,2505.0,,特定農業區,農牧用地,1081118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,53000000,21158,,0.0,0,,RPRNMLSJJHPFFHB58CA
大雅區,土地,自強段751~780地號,656.0,,特定農業區,農牧用地,1081216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10318880,15730,,0.0,0,,RPVNMLSJJHPFFHB98CA
潭子區,房地(土地+建物),臺中市潭子區人和路167巷31~60號,111.06,其他,,,1081109,土地1建物1車位0,全,一層,透天厝,見其他登記事項,加強磚造,0590701,49.5,5,2,2,有,無,5300000,107071,,0.0,0,含增建或未登記建物。;包含公共設施保留地之交易。;另因房屋修繕問題，總價折讓5萬元整。,RPSNMLQJJHPFFHB48CA
